#Millis,TC1Internal(C),TC1External(C),TC2Internal(C),TC2External(C)
608799,27.56,77.75,27.19,27.00
608906,27.56,78.00,27.19,26.75
609011,27.56,77.75,27.19,26.75
609118,27.62,77.75,27.19,27.00
609224,27.62,77.75,27.19,27.00
609331,27.56,77.75,27.19,27.00
609437,27.56,77.75,27.19,26.75
609543,27.56,77.75,27.19,27.00
609649,27.56,77.75,27.19,27.00
609756,27.62,77.75,27.19,27.00
609862,27.62,77.75,27.19,27.00
609969,27.56,77.75,27.19,27.00
610074,27.62,77.75,27.19,27.00
610181,27.56,77.75,27.25,27.00
610287,27.56,77.75,27.19,27.00
610394,27.62,77.75,27.25,27.00
610500,27.56,77.75,27.19,27.00
610606,27.56,77.75,27.19,27.00
610712,27.56,77.75,27.19,26.75
610819,27.56,77.75,27.19,27.00
610925,27.62,77.75,27.12,27.00
611032,27.56,77.75,27.19,26.75
611137,27.56,77.75,27.19,27.00
611244,27.62,77.75,27.19,27.00
611350,27.56,77.75,27.19,27.00
611457,27.62,77.75,27.19,26.75
611563,27.62,77.75,27.19,27.00
611668,27.56,77.75,27.19,27.00
611775,27.62,77.75,27.19,27.00
611881,27.56,77.75,27.19,27.00
611988,27.62,77.75,27.19,27.00
612093,27.62,77.75,27.19,27.00
612200,27.56,77.50,27.19,27.00
612306,27.62,77.75,27.19,27.00
612413,27.62,77.75,27.19,27.00
612519,27.56,77.50,27.19,27.00
612625,27.56,77.75,27.19,27.00
612731,27.56,77.75,27.19,26.75
612838,27.56,77.75,27.19,27.00
612944,27.62,77.75,27.12,27.00
613051,27.62,77.50,27.25,27.00
613156,27.62,77.50,27.19,27.00
613263,27.56,77.50,27.19,27.00
613369,27.62,77.50,27.19,27.00
613476,27.56,77.50,27.19,26.75
613582,27.62,77.50,27.19,27.00
613688,27.56,77.50,27.19,26.75
613794,27.62,77.50,27.19,27.00
613901,27.62,77.50,27.19,27.00
614007,27.62,77.50,27.19,27.00
614114,27.56,77.50,27.12,26.75
614219,27.62,77.75,27.19,27.00
614326,27.56,77.75,27.19,27.00
614432,27.62,77.75,27.19,27.00
614539,27.62,77.75,27.19,27.00
614645,27.62,77.75,27.19,27.00
614751,27.56,77.75,27.19,27.00
614857,27.56,77.75,27.19,26.75
614964,27.62,77.75,27.19,27.00
615070,27.62,77.75,27.19,27.00
615176,27.62,77.75,27.19,27.00
615282,27.62,77.75,27.19,26.75
615389,27.62,77.75,27.12,27.00
615495,27.62,77.75,27.19,27.00
615602,27.56,77.50,27.19,27.00
615707,27.56,77.50,27.19,26.75
615814,27.56,77.50,27.19,27.00
615920,27.56,77.50,27.19,26.75
616027,27.62,77.50,27.19,27.00
616133,27.62,77.75,27.19,27.00
616239,27.56,77.50,27.19,27.00
616345,27.62,77.75,27.19,27.00
616452,27.56,77.75,27.19,26.75
616558,27.62,77.75,27.19,27.00
616665,27.56,77.50,27.19,27.00
616770,27.62,77.75,27.19,26.75
616877,27.62,77.75,27.19,27.00
616983,27.62,77.50,27.19,26.75
617090,27.62,77.50,27.25,27.00
617196,27.62,77.50,27.19,27.00
617302,27.62,77.50,27.19,27.00
617408,27.56,77.50,27.19,27.00
617515,27.56,77.50,27.19,27.00
617621,27.62,77.50,27.19,27.00
617726,27.56,77.50,27.19,26.75
617833,27.62,77.50,27.19,27.00
617939,27.62,77.50,27.19,26.75
618046,27.62,77.50,27.19,27.00
618152,27.56,77.50,27.19,27.00
618258,27.62,77.50,27.19,27.00
618364,27.62,77.50,27.19,27.00
618471,27.56,77.50,27.19,27.00
618577,27.56,77.50,27.19,27.00
618684,27.62,77.50,27.19,27.00
618789,27.62,77.50,27.19,27.00
618896,27.62,77.50,27.19,26.75
619002,27.56,77.50,27.19,27.00
619109,27.56,77.50,27.19,26.75
619215,27.62,77.75,27.19,26.75
619321,27.56,77.50,27.19,27.00
619427,27.56,77.75,27.19,27.00
619534,27.62,77.50,27.19,27.00
619640,27.62,77.75,27.19,26.75
619747,27.56,77.50,27.19,26.75
619852,27.62,77.50,27.19,26.75
619959,27.56,77.50,27.19,27.00
620065,27.56,77.50,27.19,27.00
620172,27.62,77.75,27.12,26.75
620277,27.62,77.50,27.19,26.75
620384,27.56,77.50,27.19,26.75
620490,27.62,77.50,27.19,27.00
620597,27.56,77.50,27.19,26.75
620703,27.56,77.50,27.19,26.75
620809,27.56,77.50,27.19,27.00
620915,27.62,77.50,27.19,26.75
621022,27.62,77.50,27.19,27.00
621128,27.62,77.75,27.19,26.75
621235,27.56,77.75,27.19,27.00
621340,27.56,77.50,27.19,26.75
621447,27.56,77.75,27.19,27.00
621553,27.62,77.75,27.19,27.00
621660,27.62,77.75,27.19,27.00
621766,27.56,77.75,27.19,27.00
621872,27.56,77.75,27.19,26.75
621978,27.62,77.75,27.19,26.75
622085,27.62,77.75,27.19,27.00
622191,27.56,77.75,27.19,27.00
622298,27.62,77.50,27.19,27.00
622403,27.56,77.50,27.12,26.75
622510,27.56,77.50,27.19,27.00
622616,27.62,77.50,27.19,27.00
622723,27.62,77.50,27.19,26.75
622829,27.62,77.50,27.19,26.75
622935,27.56,77.50,27.19,26.75
623041,27.56,77.50,27.19,26.75
623148,27.62,77.50,27.19,26.75
623254,27.56,77.50,27.19,27.00
623361,27.62,77.50,27.19,27.00
623466,27.56,77.50,27.19,27.00
623572,27.56,77.50,27.19,26.75
623679,27.62,77.50,27.19,26.75
623785,27.56,77.50,27.19,27.00
623891,27.62,77.50,27.12,26.75
623997,27.62,77.50,27.19,27.00
624104,27.56,77.50,27.19,26.75
624210,27.62,77.50,27.19,27.00
624317,27.56,77.50,27.19,26.75
624422,27.56,77.50,27.19,27.00
624529,27.56,77.50,27.19,26.75
624635,27.56,77.50,27.19,27.00
624742,27.62,77.50,27.19,27.00
624848,27.62,77.50,27.19,27.00
624954,27.62,77.50,27.19,27.00
625060,27.56,77.25,27.19,27.00
625167,27.62,77.25,27.19,27.00
625273,27.56,77.25,27.19,27.00
625380,27.62,77.50,27.19,27.00
625485,27.56,77.25,27.19,27.00
625592,27.62,77.50,27.19,27.00
625698,27.56,77.50,27.19,26.75
625805,27.56,77.50,27.19,27.00
625910,27.62,77.25,27.19,27.00
626017,27.56,77.50,27.19,26.75
626123,27.56,77.25,27.12,27.00
626230,27.56,77.25,27.19,26.75
626336,27.56,77.50,27.19,26.75
626442,27.56,77.25,27.19,27.00
626548,27.56,77.25,27.19,27.00
626655,27.62,77.50,27.19,27.00
626761,27.56,77.25,27.12,26.75
626868,27.62,77.50,27.19,26.75
626973,27.62,77.25,27.19,27.00
627080,27.56,77.25,27.19,27.00
627186,27.56,77.50,27.19,27.00
627293,27.62,77.50,27.19,27.00
627399,27.56,77.25,27.25,26.75
627505,27.62,77.50,27.19,27.00
627611,27.62,77.25,27.19,26.75
627718,27.56,77.25,27.19,27.00
627824,27.56,77.25,27.19,27.00
627931,27.56,77.25,27.19,27.00
628036,27.56,77.25,27.19,27.00
628143,27.56,77.25,27.19,27.00
628249,27.62,77.25,27.19,27.00
628356,27.62,77.25,27.19,27.00
628462,27.56,77.25,27.19,26.75
628568,27.56,77.25,27.19,27.00
628674,27.62,77.25,27.19,27.00
628781,27.62,77.50,27.19,27.00
628887,27.56,77.50,27.19,27.00
628994,27.62,77.50,27.19,26.75
629099,27.56,77.25,27.19,27.00
629206,27.62,77.50,27.19,27.00
629312,27.56,77.50,27.19,26.75
629419,27.56,77.50,27.19,27.00
629525,27.62,77.50,27.19,27.00
629630,27.56,77.25,27.19,26.75
629737,27.62,77.25,27.19,27.00
629843,27.56,77.25,27.19,27.00
629950,27.56,77.25,27.19,27.00
630055,27.62,77.25,27.19,27.00
630162,27.56,77.25,27.19,27.00
630268,27.62,77.25,27.25,27.00
630375,27.56,77.25,27.19,27.00
630481,27.56,77.25,27.19,27.00
630587,27.56,77.25,27.19,26.75
630693,27.62,77.25,27.19,27.00
630800,27.62,77.25,27.19,26.75
630906,27.62,77.25,27.19,26.75
631013,27.56,77.25,27.19,26.75
631119,27.62,77.25,27.19,27.00
631225,27.56,77.25,27.19,26.75
631331,27.56,77.25,27.19,26.75
631438,27.62,77.25,27.19,26.75
631544,27.56,77.25,27.19,27.00
631651,27.56,77.25,27.19,27.00
631756,27.56,77.25,27.19,26.75
631863,27.56,77.25,27.19,27.00
631969,27.56,77.25,27.19,26.75
632076,27.56,77.25,27.19,27.00
632182,27.62,77.25,27.19,27.00
632288,27.62,77.25,27.19,26.75
632394,27.56,77.25,27.19,26.75
632501,27.62,77.25,27.19,27.00
632607,27.62,77.25,27.19,27.00
632713,27.62,77.25,27.19,27.00
632819,27.62,77.25,27.19,26.75
632926,27.56,77.25,27.19,27.00
633032,27.56,77.50,27.19,27.00
633139,27.62,77.50,27.19,27.00
633244,27.62,77.50,27.19,27.00
633351,27.56,77.50,27.19,27.00
633457,27.62,77.50,27.19,27.00
633564,27.62,77.50,27.19,27.00
633670,27.62,77.50,27.19,26.75
633776,27.62,77.50,27.19,27.00
633882,27.62,77.50,27.19,26.75
633989,27.62,77.50,27.19,27.00
634095,27.62,77.50,27.12,26.75
634202,27.56,77.25,27.19,27.00
634307,27.62,77.25,27.19,27.00
634414,27.62,77.25,27.19,26.75
634520,27.56,77.25,27.19,27.00
634627,27.62,77.25,27.19,27.00
634733,27.62,77.25,27.19,26.75
634839,27.56,77.25,27.19,27.00
634945,27.62,77.25,27.19,27.00
635052,27.62,77.00,27.19,26.75
635158,27.56,77.00,27.19,27.00
635265,27.62,77.00,27.19,27.00
635370,27.62,77.00,27.19,26.75
635476,27.62,77.00,27.19,27.00
635583,27.56,77.00,27.19,26.75
635689,27.62,77.00,27.19,27.00
635795,27.56,77.00,27.19,26.75
635901,27.62,77.00,27.19,26.75
636008,27.56,77.00,27.19,27.00
636114,27.56,77.00,27.19,27.00
636221,27.56,77.00,27.19,27.00
636326,27.56,77.00,27.19,27.00
636433,27.56,77.00,27.19,27.00
636539,27.62,77.00,27.19,26.75
636646,27.62,77.00,27.19,26.75
636752,27.56,77.00,27.19,27.00
636858,27.56,77.00,27.12,26.75
636964,27.62,77.00,27.19,27.00
637071,27.62,77.00,27.19,27.00
637177,27.56,77.00,27.19,27.00
637284,27.56,77.00,27.19,27.00
637389,27.62,77.00,27.19,27.00
637496,27.62,77.00,27.12,26.75
637602,27.62,77.25,27.19,27.00
637709,27.56,77.00,27.19,27.00
637814,27.56,77.25,27.19,26.75
637921,27.62,77.25,27.19,27.00
638027,27.62,77.25,27.19,27.00
638134,27.62,77.25,27.19,26.75
638240,27.62,77.25,27.19,27.00
638346,27.62,77.25,27.19,26.75
638452,27.56,77.25,27.19,26.75
638559,27.56,77.00,27.19,26.75
638665,27.56,77.00,27.19,27.00
638772,27.62,77.25,27.19,27.00
638877,27.62,77.25,27.19,26.75
638984,27.62,77.00,27.19,27.00
639090,27.56,77.00,27.19,27.00
639197,27.62,77.00,27.12,27.00
639303,27.62,77.00,27.19,27.00
639409,27.56,77.00,27.19,26.75
639515,27.62,77.00,27.19,26.75
639622,27.56,77.00,27.19,27.00
639728,27.56,77.25,27.19,27.00
639835,27.62,77.00,27.19,27.00
639940,27.62,77.25,27.19,27.00
640047,27.56,77.00,27.19,27.00
640153,27.62,77.00,27.19,27.00
640260,27.62,77.00,27.12,27.00
640366,27.62,77.00,27.19,27.00
640472,27.56,77.00,27.19,27.00
640578,27.56,77.00,27.19,27.00
640685,27.56,77.00,27.19,27.00
640791,27.62,77.00,27.19,26.75
640897,27.62,77.00,27.19,26.75
641003,27.62,77.00,27.19,26.75
641110,27.62,77.25,27.19,27.00
641216,27.62,77.00,27.19,27.00
641323,27.62,77.00,27.19,26.75
641428,27.56,77.00,27.19,27.00
641534,27.62,77.00,27.19,26.75
641641,27.56,77.00,27.19,27.00
641747,27.56,77.00,27.19,26.75
641854,27.62,77.00,27.19,27.00
641959,27.56,77.00,27.19,27.00
642066,27.62,77.00,27.19,27.00
642172,27.62,77.00,27.19,27.00
642279,27.56,77.00,27.25,27.00
642384,27.56,77.00,27.19,27.00
642491,27.56,77.00,27.19,27.00
642597,27.62,77.00,27.19,26.75
642704,27.56,77.00,27.19,27.00
642810,27.62,77.00,27.19,27.00
642916,27.62,77.00,27.19,27.00
643022,27.62,77.00,27.19,27.00
643129,27.62,77.00,27.19,26.75
643235,27.62,77.00,27.19,27.00
643341,27.62,77.00,27.19,27.00
643447,27.62,77.00,27.19,27.00
643554,27.62,77.00,27.19,27.00
643660,27.62,77.00,27.19,27.00
643767,27.62,77.00,27.19,26.75
643872,27.62,77.00,27.19,27.00
643979,27.56,77.00,27.19,26.75
644085,27.62,77.00,27.12,26.75
644192,27.56,77.00,27.19,27.00
644298,27.56,77.00,27.19,26.75
644404,27.62,77.00,27.19,27.00
644510,27.56,77.00,27.19,27.00
644617,27.62,77.00,27.25,27.00
644723,27.56,77.00,27.19,27.00
644829,27.62,77.00,27.19,27.00
644935,27.56,77.00,27.19,26.75
645042,27.62,77.00,27.19,27.00
645148,27.56,77.00,27.19,26.75
645255,27.56,77.00,27.19,27.00
645360,27.62,77.00,27.19,26.75
645467,27.56,77.00,27.19,27.00
645573,27.56,77.00,27.25,26.75
645680,27.56,77.00,27.19,26.75
645786,27.56,77.00,27.25,27.00
645892,27.56,77.00,27.19,27.00
645998,27.62,77.00,27.19,26.75
646105,27.62,77.00,27.19,27.00
646211,27.62,77.00,27.19,26.75
646317,27.62,77.00,27.19,26.75
646423,27.56,77.00,27.19,26.75
646530,27.62,77.00,27.19,27.00
646636,27.56,77.00,27.19,27.00
646743,27.62,77.00,27.19,26.75
646848,27.56,77.00,27.19,27.00
646955,27.56,77.00,27.19,26.75
647061,27.62,77.00,27.19,27.00
647168,27.56,77.00,27.25,27.00
647274,27.62,77.00,27.19,27.00
647379,27.62,76.75,27.19,27.00
647486,27.62,77.00,27.19,27.00
647592,27.62,76.75,27.19,27.00
647699,27.56,76.75,27.19,27.00
647805,27.62,77.00,27.19,27.00
647911,27.62,76.75,27.19,27.00
648017,27.62,77.00,27.19,27.00
648124,27.56,77.00,27.19,27.00
648230,27.56,76.75,27.19,26.75
648336,27.62,77.00,27.19,27.00
648442,27.62,77.00,27.19,26.75
648549,27.62,77.00,27.19,27.00
648655,27.62,76.75,27.19,26.75
648762,27.62,77.00,27.19,27.00
648867,27.62,77.00,27.25,26.75
648974,27.56,76.75,27.19,26.75
649080,27.62,77.00,27.19,26.75
649187,27.62,77.00,27.19,27.00
649293,27.62,77.00,27.19,26.75
649399,27.62,76.75,27.19,27.00
649505,27.56,76.75,27.19,27.00
649612,27.62,76.75,27.19,27.00
649718,27.56,76.75,27.12,26.75
649825,27.56,76.75,27.19,27.00
649930,27.62,76.75,27.25,27.00
650037,27.56,76.75,27.19,27.00
650143,27.56,76.75,27.19,27.00
650250,27.62,76.75,27.19,27.00
650355,27.62,76.75,27.19,27.00
650462,27.62,76.75,27.19,27.00
650568,27.62,76.75,27.19,27.00
650675,27.62,76.75,27.19,27.00
650781,27.62,76.75,27.19,27.00
650887,27.62,76.75,27.19,27.00
650993,27.56,76.75,27.19,27.00
651100,27.56,76.75,27.19,27.00
651206,27.62,76.75,27.19,27.00
651313,27.62,76.75,27.19,27.00
651418,27.56,76.75,27.19,27.00
651525,27.56,76.75,27.19,27.00
651631,27.62,76.75,27.12,26.75
651738,27.56,76.75,27.19,27.00
651844,27.56,76.75,27.19,27.00
651950,27.62,76.75,27.19,27.00
652056,27.62,76.75,27.19,27.00
652163,27.56,76.75,27.19,26.75
652269,27.62,76.75,27.19,27.00
652376,27.56,76.75,27.19,27.00
652481,27.62,76.75,27.19,26.75
652588,27.56,76.75,27.19,26.75
652694,27.62,76.75,27.19,27.00
652801,27.62,76.75,27.19,27.00
652907,27.56,76.75,27.19,27.00
653012,27.62,76.75,27.19,27.00
653119,27.56,76.75,27.19,27.00
653225,27.56,76.75,27.19,26.75
653332,27.62,76.75,27.19,27.00
653437,27.62,76.75,27.19,26.75
653544,27.56,76.75,27.19,27.00
653650,27.56,76.75,27.19,27.00
653757,27.56,76.75,27.25,26.75
653863,27.56,76.75,27.19,26.75
653969,27.62,76.75,27.19,27.00
654075,27.56,76.75,27.19,27.00
654182,27.56,76.75,27.19,27.00
654288,27.56,76.75,27.12,26.75
654395,27.62,76.75,27.19,26.75
654500,27.56,76.75,27.19,27.00
654607,27.62,76.75,27.19,27.00
654713,27.56,76.75,27.19,26.75
654820,27.56,76.75,27.19,27.00
654926,27.56,76.75,27.19,26.75
655032,27.56,76.75,27.19,27.00
655138,27.56,76.75,27.19,26.75
655245,27.56,76.75,27.19,27.00
655351,27.56,76.75,27.19,27.00
655458,27.56,76.75,27.19,26.75
655563,27.62,76.75,27.19,27.00
655670,27.62,76.75,27.19,27.00
655776,27.56,76.75,27.19,27.00
655883,27.62,76.75,27.19,27.00
655989,27.62,76.75,27.19,27.00
656095,27.56,76.75,27.19,27.00
656201,27.56,76.75,27.19,27.00
656308,27.62,76.75,27.19,27.00
656414,27.56,76.75,27.19,26.75
656521,27.56,76.75,27.19,27.00
656626,27.62,76.75,27.19,26.75
656733,27.56,76.75,27.12,27.00
656839,27.62,76.75,27.19,26.75
656946,27.56,76.75,27.19,27.00
657052,27.62,76.75,27.19,27.00
657158,27.62,76.75,27.19,27.00
657264,27.62,76.75,27.19,27.00
657371,27.56,76.75,27.19,26.75
657477,27.62,76.75,27.19,27.00
657584,27.62,76.75,27.19,26.75
657689,27.62,76.75,27.19,27.00
657796,27.62,76.75,27.19,26.75
657902,27.62,76.75,27.19,27.00
658009,27.56,76.75,27.19,26.75
658115,27.62,76.75,27.19,27.00
658221,27.56,76.75,27.19,27.00
658327,27.62,76.75,27.19,27.00
658434,27.62,76.75,27.19,26.75
658540,27.62,76.75,27.19,27.00
658647,27.56,76.75,27.19,27.00
658752,27.56,76.75,27.25,27.00
658859,27.56,76.75,27.19,26.75
658965,27.56,76.75,27.19,27.00
659072,27.62,76.75,27.19,27.00
659177,27.62,76.75,27.19,27.00
659283,27.62,76.75,27.19,26.75
659390,27.56,76.75,27.19,27.00
659496,27.62,76.75,27.19,26.75
659603,27.62,76.75,27.19,26.75
659708,27.56,76.75,27.12,26.75
659815,27.56,76.75,27.19,26.75
659921,27.62,76.75,27.12,27.00
660028,27.62,76.75,27.19,27.00
660134,27.62,76.75,27.19,27.00
660240,27.56,76.75,27.19,27.00
660346,27.56,76.50,27.19,27.00
660453,27.56,76.75,27.25,27.00
660559,27.62,76.75,27.19,27.00
660666,27.56,76.75,27.19,27.00
660771,27.62,76.75,27.19,26.75
660878,27.56,76.75,27.19,27.00
660984,27.62,76.75,27.19,27.00
661091,27.62,76.75,27.19,27.00
661197,27.62,76.50,27.25,27.00
661303,27.56,76.75,27.25,27.00
661409,27.56,76.50,27.19,27.00
661516,27.62,76.75,27.19,26.75
661622,27.62,76.75,27.19,27.00
661729,27.62,76.75,27.19,27.00
661834,27.62,76.75,27.19,26.75
661941,27.62,76.75,27.19,27.00
662047,27.56,76.50,27.19,27.00
662154,27.62,76.75,27.19,27.00
662260,27.56,76.75,27.19,27.00
662366,27.62,76.75,27.19,27.00
662472,27.62,76.75,27.19,27.00
662579,27.56,76.50,27.19,27.00
662685,27.56,76.75,27.19,27.00
662791,27.62,76.75,27.19,27.00
662897,27.56,76.75,27.19,26.75
663004,27.56,76.50,27.19,27.00
663110,27.62,76.75,27.19,27.00
663217,27.62,76.75,27.19,27.00
663322,27.62,76.75,27.19,26.75
663429,27.62,76.50,27.19,26.75
663535,27.56,76.50,27.19,27.00
663642,27.62,76.50,27.19,27.00
663748,27.56,76.50,27.19,27.00
663854,27.56,76.50,27.25,27.00
663960,27.56,76.50,27.19,27.00
664067,27.62,76.50,27.12,27.00
664173,27.62,76.50,27.19,27.00
664280,27.62,76.75,27.19,27.00
664385,27.56,76.50,27.19,27.00
664492,27.62,76.50,27.19,27.00
664598,27.62,76.50,27.19,27.00
664705,27.62,76.50,27.19,27.00
664810,27.56,76.50,27.19,26.75
664916,27.62,76.50,27.19,26.75
665023,27.56,76.50,27.19,27.00
665129,27.62,76.50,27.19,26.75
665236,27.62,76.50,27.19,27.00
665341,27.56,76.50,27.19,27.00
665448,27.56,76.50,27.19,27.00
665554,27.62,76.50,27.19,27.00
665661,27.56,76.50,27.19,27.00
665767,27.56,76.50,27.19,26.75
665873,27.62,76.50,27.19,27.00
665979,27.56,76.50,27.25,27.00
666086,27.56,76.50,27.12,26.75
666192,27.62,76.50,27.19,27.00
666299,27.62,76.50,27.19,27.00
666404,27.62,76.50,27.19,27.00
666511,27.62,76.50,27.25,27.00
666617,27.62,76.50,27.19,27.00
666724,27.56,76.50,27.19,27.00
666829,27.62,76.50,27.19,26.75
666936,27.62,76.50,27.19,26.75
667042,27.62,76.50,27.12,27.00
667149,27.62,76.50,27.19,26.75
667255,27.56,76.50,27.19,26.75
667361,27.56,76.50,27.19,27.00
667467,27.62,76.50,27.12,27.00
667574,27.56,76.50,27.19,26.75
667680,27.56,76.50,27.19,26.75
667787,27.56,76.50,27.19,27.00
667892,27.62,76.50,27.19,27.00
667999,27.56,76.50,27.19,26.75
668105,27.56,76.50,27.19,27.00
668212,27.56,76.50,27.19,26.75
668318,27.62,76.50,27.25,27.00
668424,27.62,76.50,27.19,26.75
668530,27.56,76.50,27.19,27.00
668637,27.56,76.50,27.19,27.00
668743,27.56,76.50,27.25,27.00
668849,27.56,76.50,27.19,27.00
668955,27.62,76.50,27.19,27.00
669062,27.62,76.50,27.19,27.00
669168,27.62,76.50,27.19,26.75
669275,27.56,76.50,27.19,27.00
669380,27.62,76.50,27.19,26.75
669487,27.62,76.50,27.19,27.00
669593,27.62,76.50,27.19,27.00
669700,27.56,76.50,27.19,27.00
669806,27.62,76.50,27.19,27.00
669912,27.62,76.50,27.19,26.75
670018,27.62,76.50,27.19,26.75
670125,27.62,76.50,27.19,26.75
670231,27.56,76.50,27.19,26.75
670338,27.56,76.50,27.19,26.75
670443,27.62,76.50,27.19,27.00
670550,27.56,76.50,27.19,27.00
670656,27.62,76.25,27.19,26.75
670763,27.62,76.50,27.19,27.00
670869,27.62,76.50,27.19,26.75
670974,27.62,76.50,27.19,27.00
671081,27.56,76.50,27.19,26.75
671187,27.56,76.50,27.19,26.75
671294,27.62,76.25,27.19,27.00
671400,27.56,76.50,27.19,26.75
671506,27.56,76.25,27.19,27.00
671612,27.62,76.25,27.19,26.75
671719,27.62,76.50,27.19,27.00
671825,27.62,76.50,27.19,26.75
671932,27.56,76.25,27.19,26.75
672037,27.56,76.50,27.19,27.00
672144,27.56,76.25,27.19,27.00
672250,27.62,76.50,27.19,27.00
672357,27.62,76.25,27.19,26.75
672463,27.56,76.50,27.19,27.00
672569,27.62,76.25,27.19,27.00
672675,27.56,76.50,27.25,27.00
672782,27.62,76.50,27.19,27.00
672888,27.56,76.50,27.19,27.00
672994,27.62,76.50,27.19,27.00
673100,27.56,76.50,27.25,27.00
673207,27.56,76.50,27.19,26.75
673313,27.56,76.50,27.19,27.00
673420,27.56,76.50,27.19,27.00
673525,27.62,76.50,27.19,27.00
673632,27.62,76.50,27.19,27.00
673738,27.56,76.50,27.19,26.75
673845,27.62,76.50,27.25,27.00
673951,27.62,76.50,27.19,26.75
674057,27.56,76.50,27.19,27.00
674163,27.62,76.50,27.19,26.75
674270,27.62,76.50,27.19,26.75
674376,27.62,76.50,27.19,27.00
674482,27.62,76.50,27.19,26.75
674588,27.56,76.50,27.19,27.00
674695,27.56,76.25,27.19,26.75
674801,27.56,76.50,27.19,26.75
674908,27.56,76.25,27.19,27.00
675013,27.56,76.25,27.12,26.75
675120,27.56,76.25,27.19,26.75
675226,27.56,76.25,27.19,27.00
675333,27.62,76.25,27.19,26.75
675439,27.56,76.25,27.19,27.00
675545,27.56,76.50,27.19,26.75
675651,27.62,76.50,27.19,27.00
675758,27.56,76.25,27.25,27.00
675864,27.62,76.50,27.19,27.00
675971,27.62,76.50,27.25,27.00
676076,27.62,76.50,27.19,27.00
676183,27.62,76.50,27.19,27.00
676289,27.62,76.25,27.19,27.00
676396,27.62,76.50,27.19,27.00
676502,27.56,76.50,27.25,27.00
676608,27.62,76.50,27.19,26.75
676714,27.62,76.50,27.19,26.75
676820,27.56,76.25,27.19,27.00
676927,27.62,76.50,27.19,27.00
677033,27.62,76.25,27.19,27.00
677139,27.56,76.25,27.19,26.75
677245,27.56,76.50,27.19,27.00
677352,27.62,76.50,27.19,26.75
677458,27.62,76.50,27.19,26.75
677564,27.56,76.50,27.19,27.00
677670,27.62,76.50,27.19,26.75
677777,27.62,76.50,27.25,27.00
677883,27.62,76.50,27.19,27.00
677990,27.62,76.50,27.19,27.00
678095,27.62,76.50,27.19,27.00
678202,27.56,76.50,27.19,26.75
678308,27.62,76.50,27.19,27.00
678415,27.56,76.50,27.19,27.00
678521,27.56,76.50,27.12,26.75
678627,27.62,76.50,27.19,26.75
678733,27.56,76.25,27.19,26.75
678840,27.62,76.50,27.19,26.75
678946,27.56,76.50,27.19,26.75
679053,27.56,76.50,27.19,26.75
679158,27.56,76.50,27.19,26.75
679265,27.56,76.25,27.19,27.00
679371,27.62,76.50,27.19,27.00
679478,27.62,76.25,27.19,26.75
679584,27.62,76.50,27.12,27.00
679690,27.62,76.50,27.19,26.75
679796,27.62,76.50,27.19,26.75
679903,27.62,76.50,27.19,27.00
680009,27.56,76.50,27.19,27.00
680116,27.62,76.50,27.12,26.75
680221,27.62,76.50,27.19,26.75
680328,27.56,76.25,27.19,27.00
680434,27.62,76.50,27.19,27.00
680541,27.62,76.50,27.19,27.00
680646,27.62,76.50,27.19,26.75
680753,27.62,76.50,27.19,26.75
680859,27.56,76.25,27.19,27.00
680966,27.62,76.25,27.19,27.00
681072,27.56,76.25,27.12,27.00
681178,27.62,76.25,27.19,27.00
681284,27.62,76.25,27.19,26.75
681391,27.62,76.25,27.19,26.75
681497,27.56,76.25,27.19,27.00
681604,27.56,76.00,27.19,27.00
681709,27.62,76.25,27.19,27.00
681816,27.62,76.25,27.19,26.75
681922,27.62,76.25,27.19,27.00
682029,27.62,76.25,27.19,26.75
682135,27.56,76.25,27.19,27.00
682241,27.62,76.25,27.19,27.00
682347,27.56,76.25,27.19,26.75
682454,27.56,76.25,27.19,27.00
682560,27.56,76.25,27.19,27.00
682667,27.56,76.25,27.19,27.00
682772,27.56,76.25,27.19,27.00
682878,27.62,76.25,27.19,27.00
682985,27.62,76.25,27.19,27.00
683091,27.62,76.25,27.19,26.75
683198,27.62,76.25,27.19,27.00
683303,27.56,76.25,27.19,27.00
683410,27.56,76.00,27.25,27.00
683516,27.56,76.25,27.25,26.75
683623,27.62,76.25,27.19,27.00
683729,27.62,76.25,27.25,26.75
683835,27.62,76.25,27.19,26.75
683941,27.62,76.25,27.19,27.00
684048,27.62,76.25,27.19,26.75
684154,27.56,76.00,27.19,27.00
684261,27.62,76.25,27.19,27.00
684366,27.56,76.25,27.19,27.00
684473,27.62,76.25,27.19,26.75
684579,27.62,76.25,27.19,27.00
684686,27.62,76.25,27.19,27.00
684792,27.56,76.00,27.19,27.00
684898,27.62,76.00,27.19,27.00
685004,27.62,76.25,27.19,26.75
685111,27.62,76.25,27.19,27.00
685217,27.56,76.00,27.19,27.00
685323,27.56,76.00,27.19,27.00
685429,27.62,76.25,27.19,26.75
685536,27.62,76.25,27.19,27.00
685642,27.56,76.00,27.19,26.75
685749,27.62,76.25,27.19,27.00
685854,27.62,76.25,27.25,27.00
685961,27.62,76.00,27.19,26.75
686067,27.56,76.00,27.19,27.00
686174,27.56,76.00,27.19,27.00
686280,27.56,76.00,27.19,27.00
686386,27.62,76.00,27.19,26.75
686492,27.62,76.25,27.19,26.75
686599,27.62,76.25,27.19,26.75
686705,27.56,76.25,27.19,26.75
