#Millis,TC1Internal(C),TC1External(C),TC2Internal(C),TC2External(C)
14395,27.56,89.50,27.31,27.00
14500,27.62,89.50,27.31,27.00
14607,27.62,89.75,27.31,27.00
14713,27.56,89.50,27.31,27.25
14820,27.62,89.50,27.31,27.00
14925,27.62,89.50,27.31,27.25
15032,27.62,88.75,27.31,27.00
15138,27.62,88.50,27.25,27.00
15245,27.62,88.75,27.25,27.00
15350,27.62,89.00,27.31,27.00
15457,27.62,88.75,27.31,27.00
15563,27.62,88.50,27.31,27.25
15670,27.62,88.50,27.25,27.25
15775,27.62,88.50,27.31,27.25
15882,27.62,88.50,27.31,27.50
15988,27.62,88.50,27.31,27.25
16095,27.62,88.25,27.31,27.50
16200,27.62,88.25,27.31,27.50
16307,27.62,87.75,27.31,27.25
16413,27.62,88.00,27.31,27.50
16520,27.62,88.00,27.31,27.50
16625,27.62,88.25,27.31,27.50
16732,27.69,88.25,27.31,27.25
16838,27.62,88.00,27.31,27.50
16945,27.62,87.75,27.31,27.50
17051,27.62,87.50,27.31,27.50
17157,27.62,87.50,27.25,27.25
17263,27.62,87.50,27.31,27.25
17370,27.62,87.50,27.31,27.50
17476,27.62,87.50,27.31,27.50
17582,27.62,87.50,27.31,27.50
17688,27.62,87.50,27.31,27.50
17795,27.62,87.75,27.31,27.50
17900,27.62,87.75,27.31,27.50
18007,27.62,87.75,27.31,27.50
18113,27.62,87.75,27.25,27.75
18220,27.62,87.75,27.31,27.75
18326,27.62,87.75,27.25,27.75
18432,27.62,87.75,27.31,27.75
18538,27.62,88.00,27.31,27.75
18644,27.62,88.00,27.31,27.75
18751,27.62,88.00,27.31,27.75
18856,27.62,88.25,27.31,27.75
18963,27.62,88.25,27.31,27.75
19069,27.62,88.00,27.31,27.75
19176,27.62,88.00,27.31,27.75
19281,27.62,87.50,27.31,27.75
19388,27.62,87.25,27.31,27.75
19494,27.62,87.00,27.31,27.75
19601,27.62,87.25,27.31,27.75
19706,27.62,87.50,27.31,27.75
19813,27.62,87.75,27.31,27.75
19919,27.62,87.75,27.25,27.50
20026,27.62,88.00,27.31,27.50
20131,27.62,87.75,27.31,27.75
20238,27.56,87.75,27.31,27.75
20344,27.62,88.00,27.31,27.75
20451,27.62,87.75,27.25,27.75
20556,27.62,87.75,27.31,27.75
20663,27.62,87.75,27.31,27.50
20769,27.62,87.75,27.31,27.75
20876,27.62,87.75,27.31,27.50
20981,27.69,87.75,27.31,27.75
21088,27.62,87.75,27.31,27.75
21194,27.56,87.75,27.31,27.50
21301,27.62,87.75,27.31,27.50
21406,27.62,87.75,27.31,27.50
21513,27.62,87.50,27.25,27.50
21619,27.62,87.50,27.31,27.50
21726,27.62,87.50,27.31,27.75
21831,27.62,87.50,27.31,27.50
21938,27.62,87.25,27.31,27.50
22044,27.62,87.25,27.31,27.50
22151,27.62,87.25,27.31,27.50
22256,27.62,87.25,27.31,27.75
22363,27.62,87.25,27.31,27.50
22469,27.62,87.00,27.31,27.50
22576,27.62,87.00,27.31,27.50
22681,27.62,87.00,27.31,27.50
22788,27.62,87.00,27.31,27.75
22894,27.62,87.00,27.31,27.50
23001,27.62,87.00,27.31,27.50
23106,27.62,86.75,27.31,27.50
23213,27.62,86.75,27.31,27.50
23319,27.62,87.00,27.31,27.50
23426,27.62,87.00,27.31,27.50
23531,27.62,87.00,27.31,27.50
23638,27.69,87.00,27.25,27.50
23744,27.62,87.00,27.31,27.50
23849,27.62,87.00,27.31,27.50
23956,27.62,87.00,27.31,27.50
24062,27.62,87.00,27.31,27.50
24169,27.62,87.00,27.31,27.50
24274,27.69,87.00,27.31,27.50
24381,27.69,87.00,27.31,27.25
24487,27.62,87.00,27.37,27.50
24594,27.62,87.00,27.31,27.50
24699,27.62,87.00,27.31,27.50
24806,27.62,87.00,27.25,27.25
24912,27.62,87.00,27.31,27.50
25019,27.62,87.00,27.31,27.50
25124,27.69,87.00,27.31,27.50
25231,27.62,87.00,27.31,27.50
25337,27.69,87.00,27.31,27.50
25444,27.62,86.75,27.31,27.50
25549,27.62,87.00,27.31,27.50
25656,27.62,86.75,27.31,27.50
25762,27.62,86.75,27.31,27.50
25869,27.62,86.75,27.31,27.25
25974,27.62,86.75,27.31,27.25
26081,27.62,86.75,27.31,27.25
26187,27.69,87.00,27.31,27.50
26294,27.62,87.00,27.31,27.25
26399,27.69,87.00,27.31,27.25
26506,27.69,86.75,27.31,27.50
26612,27.69,86.75,27.31,27.25
26719,27.69,86.75,27.31,27.50
26824,27.69,86.75,27.31,27.50
26931,27.62,86.75,27.31,27.25
27037,27.69,86.75,27.31,27.50
27144,27.69,86.75,27.31,27.25
27249,27.69,86.75,27.31,27.50
27356,27.69,86.75,27.31,27.25
27462,27.69,86.75,27.31,27.50
27569,27.62,86.75,27.31,27.50
27674,27.69,86.75,27.31,27.50
27781,27.62,86.75,27.31,27.50
27887,27.69,86.75,27.31,27.50
27994,27.62,86.75,27.37,27.50
28099,27.69,86.75,27.31,27.50
28206,27.62,86.75,27.31,27.50
28312,27.69,86.75,27.31,27.50
28419,27.62,86.50,27.31,27.50
28524,27.69,86.75,27.31,27.50
28631,27.62,86.50,27.31,27.50
28737,27.62,86.50,27.31,27.50
28844,27.69,86.50,27.31,27.50
28949,27.69,86.50,27.37,27.50
29056,27.69,86.50,27.31,27.50
29162,27.69,86.25,27.31,27.50
29268,27.69,86.25,27.31,27.50
29374,27.69,86.50,27.31,27.50
29480,27.69,86.50,27.31,27.50
29587,27.69,86.50,27.37,27.50
29693,27.69,86.25,27.37,27.75
29799,27.69,86.25,27.31,27.75
29905,27.62,86.25,27.31,27.75
30012,27.69,86.25,27.31,27.75
30118,27.69,86.25,27.31,27.75
30224,27.69,86.25,27.31,28.00
30330,27.69,86.25,27.31,28.00
30437,27.69,86.25,27.37,27.75
30543,27.69,86.25,27.31,28.00
30649,27.69,86.25,27.25,27.75
30755,27.69,86.25,27.31,27.75
30862,27.69,86.25,27.31,27.75
30968,27.69,86.25,27.31,27.75
31074,27.69,86.00,27.31,27.75
31180,27.69,86.00,27.31,27.75
31287,27.69,86.00,27.31,27.75
31393,27.69,86.00,27.31,27.75
31499,27.69,86.00,27.31,27.75
31605,27.69,86.00,27.37,27.75
31712,27.62,86.00,27.31,27.75
31818,27.69,86.00,27.31,27.75
31924,27.69,86.00,27.31,27.75
32030,27.69,86.00,27.31,27.75
32137,27.62,86.00,27.31,27.75
32243,27.69,86.00,27.31,27.75
32349,27.69,86.00,27.31,27.75
32455,27.69,86.00,27.37,28.00
32562,27.62,86.00,27.37,28.00
32668,27.62,85.75,27.31,27.75
32774,27.69,86.00,27.31,27.75
32880,27.69,86.00,27.31,28.00
32987,27.69,86.00,27.31,28.00
33093,27.69,86.00,27.31,28.00
33199,27.69,86.00,27.31,28.00
33305,27.69,86.00,27.31,28.00
33412,27.69,85.75,27.31,28.00
33517,27.69,86.00,27.31,28.00
33624,27.69,86.00,27.31,27.75
33730,27.69,85.75,27.31,28.00
33837,27.69,85.75,27.31,27.75
33942,27.69,85.75,27.37,28.00
34049,27.69,85.75,27.31,27.75
34155,27.62,85.75,27.37,28.00
34262,27.69,86.00,27.31,27.75
34367,27.69,85.75,27.31,27.75
34473,27.69,85.75,27.37,27.75
34580,27.69,85.75,27.37,27.75
34686,27.69,85.75,27.31,27.75
34792,27.75,85.75,27.31,27.75
34898,27.75,85.75,27.31,27.75
35005,27.75,85.75,27.31,27.75
35111,27.69,85.75,27.31,27.75
35218,27.69,85.75,27.31,27.75
35323,27.69,85.75,27.37,27.75
35430,27.69,85.50,27.31,27.75
35536,27.69,85.50,27.37,27.75
35643,27.69,85.75,27.37,27.75
35748,27.69,85.50,27.31,27.75
35855,27.69,85.50,27.37,27.75
35961,27.69,85.50,27.31,27.75
36068,27.69,85.50,27.37,27.75
36173,27.75,85.50,27.31,27.75
36280,27.69,85.50,27.31,27.75
36386,27.69,85.50,27.37,28.00
36493,27.69,85.50,27.31,28.00
36598,27.69,85.50,27.31,28.00
36705,27.69,85.50,27.31,28.00
36811,27.69,85.50,27.37,28.00
36917,27.69,85.50,27.31,28.00
37023,27.69,85.50,27.37,28.00
37130,27.69,85.50,27.31,28.00
37236,27.69,85.50,27.31,28.00
37342,27.62,85.25,27.37,28.00
37448,27.75,85.50,27.31,28.00
37555,27.75,85.50,27.31,27.75
37661,27.75,85.50,27.37,28.00
37767,27.69,85.25,27.31,27.75
37873,27.69,85.25,27.31,27.75
37980,27.69,85.50,27.37,28.00
38086,27.69,85.25,27.31,27.75
38192,27.75,85.25,27.31,28.00
38298,27.69,85.25,27.37,27.75
38405,27.69,85.50,27.31,27.75
38511,27.75,85.50,27.37,28.00
38617,27.69,85.25,27.37,27.75
38723,27.69,85.25,27.31,27.75
38830,27.69,85.25,27.37,28.00
38936,27.69,85.25,27.37,28.00
39042,27.69,85.25,27.37,28.00
39148,27.69,85.25,27.37,28.00
39255,27.75,85.25,27.37,28.00
39361,27.69,85.25,27.31,28.00
39467,27.69,85.25,27.37,28.00
39573,27.69,85.25,27.37,28.00
39680,27.75,85.25,27.37,28.00
39786,27.75,85.25,27.37,28.00
39891,27.69,85.25,27.31,28.00
39998,27.75,85.25,27.37,28.00
40104,27.75,85.25,27.31,28.25
40211,27.69,85.25,27.31,28.25
40316,27.69,85.00,27.31,28.25
40423,27.69,85.25,27.37,28.25
40529,27.75,85.25,27.37,28.25
40636,27.69,85.25,27.31,28.25
40741,27.75,85.25,27.37,28.25
40848,27.69,85.00,27.37,28.25
40954,27.69,85.00,27.37,28.25
41061,27.69,85.00,27.31,28.25
41166,27.75,85.00,27.37,28.25
41273,27.69,85.00,27.37,28.25
41379,27.75,85.00,27.37,28.00
41486,27.69,85.00,27.31,28.00
41591,27.69,85.00,27.31,28.25
41698,27.75,85.00,27.37,28.00
41804,27.75,85.00,27.37,28.00
41911,27.75,85.00,27.37,28.00
42016,27.75,85.00,27.37,28.00
42123,27.75,85.00,27.31,28.00
42229,27.69,85.00,27.37,28.00
42336,27.75,85.00,27.37,28.25
42441,27.75,85.00,27.37,28.25
42548,27.75,85.00,27.37,28.00
42654,27.75,85.00,27.31,28.00
42760,27.75,85.00,27.37,28.25
42866,27.75,85.00,27.31,28.25
42973,27.75,85.00,27.31,28.25
43079,27.69,84.75,27.37,28.25
43185,27.75,85.00,27.37,28.25
43291,27.75,85.00,27.37,28.25
43398,27.75,85.00,27.37,28.25
43504,27.75,84.75,27.37,28.25
43610,27.75,84.75,27.37,28.25
43716,27.75,84.75,27.37,28.00
43823,27.75,84.75,27.31,28.25
43929,27.75,84.75,27.37,28.00
44035,27.75,84.75,27.37,28.00
44141,27.75,84.75,27.37,28.00
44248,27.75,84.75,27.37,28.25
44354,27.75,84.75,27.37,28.00
44460,27.69,84.75,27.37,28.25
44566,27.75,84.75,27.37,28.25
44673,27.75,84.75,27.37,28.00
44779,27.75,84.50,27.37,28.00
44884,27.75,84.50,27.37,28.00
44991,27.75,84.75,27.37,28.00
45097,27.75,84.50,27.37,28.00
45204,27.75,84.75,27.37,28.00
45309,27.75,84.50,27.37,28.00
45416,27.75,84.50,27.37,28.00
45522,27.75,84.75,27.37,28.00
45629,27.75,84.50,27.37,28.00
45734,27.75,84.50,27.37,28.00
45841,27.75,84.50,27.44,28.00
45947,27.75,84.50,27.37,28.00
46054,27.75,84.50,27.31,28.00
46159,27.75,84.50,27.31,27.75
46266,27.75,84.50,27.31,28.00
46372,27.75,84.50,27.31,28.00
46479,27.75,84.50,27.37,28.00
46584,27.75,84.50,27.37,28.00
46691,27.75,84.50,27.37,28.00
46797,27.75,84.50,27.31,28.00
46904,27.69,84.50,27.37,27.75
47009,27.75,84.50,27.37,28.00
47116,27.75,84.50,27.37,28.00
47222,27.75,84.50,27.37,28.00
47328,27.69,84.50,27.37,28.00
47434,27.75,84.50,27.37,28.00
47541,27.75,84.50,27.31,28.00
47647,27.75,84.50,27.37,28.00
47753,27.75,84.50,27.37,28.00
47859,27.75,84.50,27.37,28.00
47966,27.75,84.50,27.31,28.00
48072,27.75,84.50,27.37,28.00
48178,27.75,84.50,27.37,28.00
48284,27.75,84.50,27.37,28.00
48391,27.75,84.50,27.31,28.00
48497,27.75,84.50,27.37,28.00
48603,27.69,84.50,27.37,28.00
48709,27.75,84.50,27.37,28.00
48816,27.75,84.50,27.31,28.00
48922,27.75,84.50,27.37,28.00
49028,27.75,84.50,27.37,28.00
49134,27.75,84.50,27.37,28.00
49241,27.75,84.50,27.37,28.00
49347,27.75,84.50,27.44,28.00
49453,27.75,84.50,27.37,28.00
49559,27.75,84.50,27.37,28.00
49666,27.75,84.50,27.37,28.00
49771,27.75,84.50,27.37,28.00
49878,27.75,84.50,27.37,28.00
49984,27.75,84.50,27.37,28.00
50091,27.75,84.50,27.37,27.75
50196,27.75,84.50,27.37,28.00
50302,27.75,84.50,27.37,28.00
50409,27.75,84.50,27.37,28.00
50515,27.75,84.50,27.37,27.75
50621,27.75,84.50,27.37,28.00
50727,27.75,84.50,27.37,28.00
50834,27.75,84.50,27.37,28.00
50940,27.81,84.50,27.37,28.00
51046,27.81,84.50,27.37,28.00
51152,27.75,84.50,27.37,27.75
51259,27.81,84.50,27.37,28.00
51365,27.75,84.50,27.37,28.00
51471,27.75,84.50,27.37,28.00
51577,27.75,84.50,27.37,28.00
51684,27.81,84.50,27.37,28.00
51790,27.81,84.50,27.37,28.00
51896,27.75,84.50,27.37,28.25
52002,27.75,84.25,27.37,28.00
52109,27.75,84.50,27.37,28.00
52215,27.81,84.25,27.31,28.00
52321,27.75,84.50,27.37,28.00
52427,27.75,84.50,27.37,28.00
52534,27.75,84.25,27.37,28.00
52640,27.75,84.25,27.37,28.00
52746,27.75,84.25,27.44,28.00
52852,27.81,84.25,27.37,28.00
52959,27.75,84.25,27.37,28.00
53064,27.75,84.25,27.37,27.75
53171,27.81,84.25,27.37,28.00
53277,27.81,84.25,27.37,27.75
53384,27.75,84.25,27.37,28.00
53490,27.81,84.25,27.37,27.75
53596,27.75,84.25,27.37,28.00
53702,27.81,84.25,27.37,27.75
53809,27.75,84.25,27.37,27.75
53915,27.81,84.25,27.37,27.75
54021,27.75,84.25,27.37,28.00
54127,27.75,84.25,27.37,28.00
54234,27.75,84.25,27.37,28.00
54340,27.81,84.25,27.37,28.00
54446,27.81,84.25,27.37,28.00
54552,27.75,84.25,27.37,28.00
54659,27.75,84.25,27.37,28.00
54764,27.75,84.25,27.37,27.75
54871,27.81,84.25,27.37,28.00
54977,27.81,84.25,27.37,28.00
55084,27.81,84.25,27.37,28.00
55189,27.81,84.25,27.37,28.00
55296,27.81,84.00,27.37,28.00
55402,27.81,84.00,27.37,27.75
55508,27.81,84.00,27.37,28.00
55614,27.81,84.00,27.37,28.00
55720,27.75,84.00,27.37,28.00
55827,27.75,84.00,27.44,28.00
55933,27.75,84.00,27.37,28.00
56039,27.81,84.00,27.37,28.00
56145,27.75,84.00,27.37,28.00
56252,27.75,84.00,27.37,27.75
56358,27.75,83.75,27.37,28.00
56464,27.81,83.75,27.37,28.00
56570,27.75,83.75,27.37,28.00
56677,27.81,83.75,27.37,27.75
56783,27.81,83.75,27.37,28.00
56889,27.81,83.75,27.37,27.75
56995,27.81,83.75,27.37,27.75
57102,27.81,83.75,27.37,27.75
57208,27.81,83.75,27.37,27.75
57314,27.81,83.75,27.37,27.75
57420,27.81,83.75,27.37,27.75
57527,27.81,83.75,27.37,27.75
57633,27.81,83.75,27.37,27.75
57739,27.81,83.75,27.37,27.75
57845,27.81,83.75,27.37,28.00
57952,27.81,83.75,27.37,27.75
58058,27.75,83.75,27.31,27.75
58164,27.81,83.75,27.31,27.75
58270,27.81,83.75,27.44,27.75
58377,27.75,83.75,27.37,27.75
58483,27.81,83.75,27.37,27.75
58589,27.75,83.75,27.37,27.75
58695,27.81,83.75,27.37,27.75
58802,27.81,83.75,27.37,27.75
58908,27.81,83.75,27.37,27.75
59014,27.75,83.75,27.37,27.75
59120,27.81,83.75,27.37,27.75
59227,27.81,83.75,27.37,27.75
59333,27.81,83.75,27.37,27.75
59439,27.81,83.75,27.44,27.75
59545,27.81,83.75,27.37,27.75
59652,27.81,83.75,27.37,27.75
59758,27.81,83.75,27.37,27.75
59864,27.81,83.75,27.37,27.75
59970,27.81,83.75,27.37,27.75
60077,27.81,83.75,27.37,27.75
60183,27.81,83.50,27.37,27.75
60289,27.81,83.75,27.44,28.00
60395,27.81,83.75,27.44,28.00
60502,27.81,83.75,27.37,28.00
60608,27.81,83.75,27.37,28.00
60713,27.81,83.75,27.37,27.75
60820,27.81,83.75,27.37,28.00
60926,27.81,83.75,27.37,28.00
61033,27.81,83.75,27.37,27.75
61138,27.81,83.75,27.31,27.75
61245,27.81,83.75,27.37,28.00
61351,27.81,83.75,27.37,28.00
61458,27.81,83.75,27.37,28.00
61563,27.81,83.75,27.37,28.00
61670,27.81,83.75,27.37,28.00
61776,27.81,83.75,27.37,27.75
61883,27.81,83.75,27.37,28.00
61988,27.81,83.75,27.37,28.00
62095,27.81,83.75,27.44,28.00
62201,27.81,83.75,27.37,28.00
62308,27.81,83.75,27.37,27.75
62413,27.81,83.75,27.37,28.00
62520,27.81,83.75,27.44,28.00
62626,27.81,83.75,27.37,28.00
62733,27.81,83.75,27.37,27.75
62838,27.81,83.75,27.37,27.75
62945,27.81,83.75,27.37,27.75
63051,27.81,83.75,27.37,28.00
63158,27.81,83.75,27.37,27.75
63263,27.81,83.75,27.44,28.00
63370,27.81,83.75,27.37,27.75
63476,27.81,83.75,27.37,27.75
63583,27.81,83.75,27.44,27.75
63688,27.81,83.75,27.44,28.00
63795,27.81,83.75,27.37,28.00
63901,27.81,83.75,27.44,28.00
64008,27.81,83.75,27.37,27.75
64113,27.81,83.75,27.44,28.00
64220,27.81,83.75,27.44,28.00
64326,27.81,83.75,27.37,28.00
64433,27.81,83.75,27.44,28.00
64538,27.81,83.75,27.44,27.75
64645,27.81,83.75,27.37,27.75
64751,27.81,83.75,27.37,27.75
64858,27.81,83.75,27.37,27.75
64963,27.81,83.50,27.37,27.75
65070,27.81,83.50,27.37,27.75
65176,27.81,83.75,27.44,28.00
65283,27.81,83.50,27.44,27.75
65388,27.81,83.50,27.37,27.75
65495,27.81,83.50,27.37,27.75
65601,27.81,83.50,27.37,27.75
65708,27.81,83.50,27.37,27.75
65813,27.81,83.50,27.37,27.75
65920,27.81,83.50,27.44,28.00
66026,27.81,83.50,27.37,27.75
66132,27.81,83.50,27.37,27.75
66238,27.81,83.50,27.37,28.00
66344,27.81,83.50,27.37,28.00
66451,27.81,83.50,27.44,28.00
66557,27.81,83.50,27.44,28.00
66663,27.81,83.50,27.44,28.00
66769,27.81,83.50,27.37,28.00
66876,27.81,83.50,27.37,28.00
66982,27.81,83.25,27.44,27.75
67088,27.81,83.50,27.44,28.00
67194,27.81,83.50,27.37,28.00
67301,27.81,83.50,27.37,28.00
67407,27.81,83.25,27.37,28.00
67513,27.81,83.25,27.44,28.00
67619,27.81,83.25,27.37,28.00
67726,27.81,83.25,27.44,28.00
67832,27.81,83.25,27.37,28.00
67938,27.81,83.25,27.37,28.25
68044,27.81,83.25,27.44,28.25
68151,27.81,83.25,27.44,28.25
68257,27.81,83.25,27.44,28.25
68363,27.81,83.25,27.37,28.25
68469,27.81,83.25,27.37,28.25
68576,27.81,83.25,27.44,28.25
68682,27.81,83.25,27.44,28.25
68788,27.81,83.25,27.37,28.25
68894,27.81,83.25,27.37,28.00
69001,27.81,83.25,27.37,28.25
69107,27.81,83.25,27.37,28.00
69213,27.81,83.25,27.44,28.00
69319,27.81,83.25,27.37,28.25
69426,27.81,83.25,27.37,28.00
69532,27.81,83.25,27.37,28.25
69638,27.81,83.25,27.37,28.00
69744,27.81,83.00,27.37,28.25
69851,27.81,83.00,27.37,28.00
69957,27.81,83.00,27.44,28.00
70063,27.81,83.00,27.44,28.00
70169,27.81,83.00,27.37,28.00
70276,27.81,83.00,27.44,28.00
70381,27.81,83.00,27.37,28.00
70488,27.81,83.00,27.44,28.00
70594,27.81,83.00,27.44,28.00
70701,27.81,83.00,27.44,28.00
70806,27.81,83.00,27.37,28.00
70913,27.81,83.00,27.37,28.00
71019,27.81,83.00,27.37,28.00
71126,27.81,83.00,27.37,28.00
71231,27.81,83.00,27.37,28.00
71337,27.81,83.00,27.44,28.00
71444,27.81,83.00,27.44,28.00
71550,27.81,83.00,27.37,28.00
71656,27.81,83.00,27.37,28.00
71762,27.81,83.00,27.50,28.00
71869,27.81,83.25,27.37,28.00
71975,27.81,83.25,27.37,28.00
72081,27.81,83.00,27.37,27.75
72187,27.81,83.25,27.37,28.00
72294,27.81,83.25,27.44,28.00
72400,27.81,83.25,27.44,27.75
72506,27.81,83.25,27.44,27.75
72612,27.81,83.25,27.37,28.00
72719,27.81,83.25,27.44,27.75
72825,27.81,83.25,27.37,27.75
72931,27.81,83.25,27.37,27.75
73037,27.81,83.25,27.44,28.00
73144,27.81,83.25,27.37,27.75
73250,27.81,83.25,27.37,27.75
73356,27.81,83.25,27.44,27.75
73462,27.81,83.25,27.44,27.75
73569,27.81,83.25,27.44,28.00
73675,27.81,83.25,27.44,27.75
73781,27.81,83.25,27.44,27.75
73887,27.81,83.25,27.37,27.75
73994,27.81,83.25,27.37,27.75
74100,27.81,83.25,27.37,27.75
74206,27.81,83.25,27.37,27.75
74312,27.81,83.25,27.44,28.00
74419,27.81,83.25,27.44,28.00
74525,27.81,83.25,27.44,27.75
74631,27.81,83.00,27.44,27.75
74737,27.81,83.00,27.37,27.75
74844,27.81,83.00,27.37,27.75
74950,27.81,83.00,27.37,27.75
75056,27.81,83.00,27.44,27.75
75162,27.81,83.00,27.44,27.75
75269,27.81,83.00,27.44,27.75
75375,27.81,83.00,27.44,27.75
75481,27.81,83.00,27.37,27.75
75587,27.81,83.00,27.37,27.75
75694,27.81,83.00,27.37,27.75
75800,27.81,83.00,27.44,27.75
75906,27.81,83.00,27.44,27.75
76012,27.81,83.00,27.44,27.75
76119,27.81,83.00,27.37,27.75
76225,27.81,83.00,27.44,27.75
76331,27.81,83.00,27.37,27.75
76437,27.81,83.00,27.37,27.75
76544,27.81,82.75,27.44,27.75
76650,27.81,82.75,27.37,27.75
76755,27.81,83.00,27.37,27.75
76862,27.81,82.75,27.44,27.75
76968,27.81,82.75,27.44,27.75
77075,27.81,82.75,27.44,27.50
77180,27.81,82.75,27.44,27.50
77287,27.81,82.75,27.44,27.75
77393,27.81,82.75,27.44,27.75
77500,27.81,82.75,27.44,27.75
77605,27.81,82.75,27.44,27.50
77712,27.81,82.75,27.44,27.75
77818,27.81,82.75,27.37,27.50
77925,27.81,82.75,27.44,27.50
78030,27.81,82.75,27.44,27.50
78137,27.81,82.75,27.44,27.75
78243,27.81,82.75,27.44,27.50
78350,27.81,82.75,27.44,27.75
78455,27.81,82.75,27.44,27.75
78562,27.81,82.75,27.44,27.50
78668,27.81,82.75,27.44,27.75
78775,27.81,82.75,27.37,27.50
78880,27.81,82.75,27.37,27.75
78987,27.81,82.75,27.37,27.75
79093,27.81,82.75,27.44,27.75
79200,27.81,82.75,27.44,27.75
79305,27.81,82.50,27.44,27.75
79412,27.87,82.75,27.44,27.75
79518,27.81,82.75,27.44,27.50
79625,27.81,82.50,27.44,27.75
79730,27.81,82.75,27.44,27.75
79837,27.81,82.50,27.44,27.75
79943,27.81,82.50,27.50,27.75
80050,27.81,82.50,27.44,27.75
80155,27.81,82.50,27.44,27.50
