#Millis,TC1Internal(C),TC1External(C),TC2Internal(C),TC2External(C)
281659,28.31,76.75,27.75,27.50
281765,28.31,76.75,27.75,27.75
281872,28.25,76.75,27.75,27.75
281978,28.31,76.75,27.75,27.50
282084,28.31,76.75,27.69,27.50
282190,28.25,76.75,27.75,27.75
282297,28.25,76.75,27.75,27.75
282403,28.31,76.75,27.69,27.50
282510,28.31,76.75,27.69,27.75
282615,28.31,76.50,27.69,27.50
282722,28.31,76.50,27.75,27.50
282828,28.31,76.50,27.75,27.50
282935,28.31,76.50,27.69,27.50
283041,28.31,76.50,27.75,27.50
283147,28.31,76.50,27.75,27.75
283253,28.31,76.50,27.75,27.75
283360,28.25,76.50,27.75,27.50
283466,28.31,76.50,27.69,27.75
283573,28.31,76.50,27.75,27.75
283678,28.31,76.50,27.75,27.75
283785,28.25,76.50,27.75,27.75
283891,28.31,76.50,27.75,27.75
283998,28.31,76.50,27.69,27.75
284104,28.31,76.50,27.75,27.75
284210,28.31,76.50,27.69,27.75
284316,28.31,76.25,27.75,27.75
284423,28.31,76.25,27.69,27.75
284529,28.31,76.25,27.75,27.75
284636,28.25,76.00,27.69,27.75
284741,28.31,76.25,27.75,27.75
284848,28.31,76.00,27.75,27.75
284954,28.31,76.00,27.75,28.00
285061,28.31,76.25,27.69,28.00
285167,28.25,76.00,27.69,28.00
285273,28.25,76.00,27.75,28.00
285379,28.31,76.25,27.69,28.00
285486,28.25,76.25,27.75,28.00
285592,28.31,76.25,27.75,28.00
285698,28.31,76.25,27.75,28.00
285804,28.31,76.25,27.75,28.00
285911,28.25,76.25,27.75,28.00
286017,28.25,76.25,27.69,28.00
286124,28.31,76.25,27.75,27.75
286229,28.31,76.25,27.75,28.00
286336,28.31,76.25,27.75,27.75
286442,28.37,76.25,27.75,27.75
286548,28.31,76.25,27.75,27.75
286655,28.31,76.50,27.75,27.75
286760,28.31,76.25,27.75,27.75
286867,28.31,76.25,27.75,27.75
286973,28.31,76.25,27.75,27.75
287080,28.31,76.25,27.75,27.75
287186,28.31,76.25,27.75,27.75
287293,28.31,76.25,27.75,27.75
287398,28.31,76.25,27.75,27.75
287505,28.31,76.25,27.75,28.00
287611,28.31,76.25,27.75,28.00
287718,28.31,76.00,27.69,28.00
287823,28.31,76.00,27.75,28.00
287930,28.31,76.00,27.75,28.25
288036,28.31,76.00,27.75,28.25
288143,28.31,76.00,27.75,28.25
288249,28.31,76.00,27.75,28.25
288355,28.31,76.00,27.75,28.25
288461,28.31,76.00,27.75,28.25
288568,28.31,76.00,27.75,28.25
288674,28.31,76.00,27.69,28.25
288781,28.31,76.00,27.75,28.25
288886,28.31,76.00,27.69,28.25
288993,28.31,76.00,27.75,28.25
289099,28.31,76.00,27.75,28.00
289206,28.31,76.00,27.75,28.25
289312,28.31,76.00,27.75,28.00
289418,28.31,76.00,27.75,28.00
289524,28.31,76.00,27.75,28.00
289631,28.37,76.00,27.69,28.00
289737,28.31,76.00,27.69,28.00
289843,28.31,76.00,27.75,28.00
289949,28.31,76.00,27.75,28.00
290056,28.31,76.00,27.75,28.00
290162,28.31,76.00,27.75,28.00
290269,28.31,76.00,27.75,28.00
290374,28.31,76.00,27.75,28.00
290481,28.31,76.00,27.75,28.00
290587,28.31,76.00,27.75,28.00
290694,28.25,76.00,27.75,28.00
290800,28.31,76.00,27.75,28.00
290906,28.37,76.00,27.75,28.00
291012,28.37,76.00,27.75,28.00
291119,28.31,76.00,27.75,28.00
291225,28.31,76.00,27.81,28.00
291331,28.31,75.75,27.75,28.00
291437,28.31,75.75,27.75,28.00
291544,28.31,75.75,27.75,28.00
291650,28.31,75.75,27.75,28.00
291757,28.31,75.75,27.75,27.75
291862,28.31,75.75,27.75,28.00
291969,28.31,75.75,27.75,27.75
292075,28.31,75.75,27.75,28.00
292182,28.31,75.75,27.75,27.75
292288,28.31,75.75,27.75,27.75
292393,28.31,75.75,27.75,27.75
292500,28.31,75.75,27.75,28.00
292606,28.31,75.75,27.75,28.00
292713,28.31,75.75,27.75,27.75
292819,28.31,75.75,27.75,27.75
292925,28.31,75.75,27.75,27.75
293031,28.31,75.75,27.75,28.00
293138,28.31,75.50,27.69,27.75
293244,28.31,75.75,27.69,28.00
293351,28.31,75.75,27.75,28.00
293456,28.31,75.75,27.75,28.00
293563,28.31,75.75,27.75,28.00
293669,28.31,75.75,27.75,28.00
293776,28.31,75.75,27.75,28.00
293882,28.31,75.75,27.75,27.75
293988,28.31,76.00,27.75,28.00
294094,28.31,76.00,27.75,28.00
294201,28.31,76.00,27.75,28.00
294307,28.31,76.00,27.75,28.00
294413,28.37,76.00,27.75,27.75
294519,28.31,76.00,27.75,28.00
294626,28.37,76.00,27.75,28.00
294732,28.31,76.00,27.75,28.00
294839,28.31,76.00,27.75,28.00
294944,28.31,76.00,27.75,27.75
295051,28.31,76.00,27.75,27.75
295157,28.31,76.00,27.75,27.75
295264,28.31,76.00,27.75,28.00
295370,28.31,76.00,27.75,27.75
295476,28.31,76.00,27.75,27.75
295582,28.31,76.00,27.75,27.75
295689,28.31,76.00,27.75,27.75
295795,28.31,76.25,27.75,28.00
295902,28.31,76.25,27.75,27.75
296007,28.25,76.25,27.75,27.75
296114,28.31,76.25,27.75,27.75
296220,28.31,76.25,27.75,27.75
296327,28.31,76.25,27.75,27.75
296433,28.31,76.00,27.81,28.00
296539,28.31,76.00,27.69,27.75
296645,28.31,76.00,27.75,27.75
296752,28.37,75.75,27.75,27.75
296858,28.31,75.75,27.75,27.75
296965,28.31,75.75,27.75,27.75
297070,28.31,75.75,27.75,27.75
297177,28.31,75.75,27.75,27.75
297283,28.25,75.75,27.75,27.75
297390,28.37,76.00,27.75,27.75
297496,28.31,76.00,27.75,27.75
297602,28.31,76.00,27.75,27.75
297708,28.31,76.00,27.69,27.75
297815,28.37,76.00,27.75,27.75
297921,28.31,76.00,27.75,28.00
298028,28.31,75.75,27.75,28.00
298133,28.31,75.50,27.75,28.00
298240,28.31,75.50,27.75,28.00
298346,28.31,75.25,27.75,27.75
298452,28.25,75.00,27.75,28.00
298559,28.31,75.25,27.75,28.00
298664,28.31,75.00,27.75,28.00
298771,28.31,75.00,27.75,28.25
298877,28.31,74.75,27.75,28.25
298984,28.25,74.75,27.75,28.25
299089,28.31,74.75,27.75,28.25
299196,28.31,74.75,27.75,28.50
299302,28.31,74.75,27.75,28.50
299409,28.31,74.50,27.75,28.50
299515,28.31,74.50,27.69,28.50
299621,28.31,74.50,27.75,28.50
299727,28.31,74.50,27.75,28.50
299834,28.31,74.50,27.75,28.50
299940,28.31,74.50,27.75,28.50
300047,28.31,74.50,27.75,28.50
300152,28.31,74.50,27.75,28.50
300259,28.31,74.50,27.75,28.50
300365,28.31,74.50,27.75,28.50
300472,28.31,74.50,27.75,28.25
300578,28.31,74.50,27.75,28.50
300684,28.31,74.50,27.75,28.50
300790,28.37,74.50,27.75,28.25
300897,28.25,74.50,27.69,28.50
301003,28.31,74.50,27.69,28.25
301110,28.31,74.75,27.75,28.25
301215,28.31,74.75,27.75,28.25
301322,28.31,74.75,27.75,28.25
301428,28.31,74.75,27.69,28.25
301535,28.31,74.75,27.75,28.25
301641,28.31,74.75,27.75,28.25
301747,28.31,74.75,27.75,28.25
301853,28.31,74.75,27.75,28.00
301960,28.31,74.75,27.75,28.25
302066,28.31,74.75,27.75,28.00
302173,28.31,74.75,27.75,28.00
302278,28.31,74.75,27.75,28.00
302385,28.31,74.75,27.75,28.00
302491,28.37,74.75,27.75,28.00
302598,28.37,74.75,27.75,28.00
302704,28.31,74.50,27.75,28.00
302810,28.31,74.50,27.69,27.75
302916,28.31,74.75,27.69,28.00
303023,28.25,74.75,27.75,28.00
303129,28.31,74.75,27.75,28.00
303236,28.31,74.75,27.75,28.00
303341,28.31,75.00,27.75,28.00
303448,28.31,75.00,27.75,27.75
303554,28.31,75.00,27.75,28.00
303661,28.31,75.25,27.75,28.00
303766,28.31,75.25,27.75,28.00
303873,28.31,75.25,27.75,28.00
303979,28.31,75.25,27.75,28.00
304086,28.31,75.25,27.75,28.00
304192,28.37,75.25,27.75,28.00
304297,28.31,75.25,27.75,28.00
304404,28.31,75.25,27.75,27.75
304510,28.31,75.25,27.75,28.00
304617,28.31,75.50,27.75,28.00
304723,28.31,75.25,27.75,28.00
304829,28.31,75.50,27.81,28.00
304935,28.31,75.50,27.75,28.00
305042,28.31,75.50,27.75,28.00
305148,28.31,75.50,27.75,28.00
305255,28.31,75.50,27.69,28.00
305360,28.31,75.50,27.75,28.00
305467,28.31,75.50,27.75,27.75
305573,28.31,75.50,27.75,28.00
305680,28.31,75.50,27.69,27.75
305786,28.31,75.50,27.75,28.00
305892,28.31,75.50,27.75,28.00
305998,28.31,75.50,27.75,28.00
306105,28.31,75.50,27.75,27.75
306211,28.31,75.50,27.75,27.75
306318,28.31,75.50,27.75,28.00
306423,28.31,75.50,27.75,27.75
306530,28.31,75.50,27.75,28.00
306636,28.31,75.50,27.75,27.75
306743,28.31,75.25,27.75,27.75
306849,28.31,75.25,27.75,28.00
306955,28.31,75.25,27.75,28.00
307061,28.31,75.25,27.75,28.00
307168,28.37,75.00,27.81,28.00
307274,28.31,75.00,27.75,27.75
307380,28.31,75.00,27.75,28.00
307486,28.37,75.00,27.75,27.75
307593,28.37,75.00,27.75,28.00
307699,28.31,75.00,27.75,27.75
307806,28.31,75.00,27.75,27.75
307911,28.31,75.00,27.75,28.00
308018,28.31,75.25,27.69,27.75
308124,28.37,75.25,27.75,28.00
308231,28.31,75.25,27.75,28.00
308337,28.25,75.25,27.75,28.00
308443,28.31,75.25,27.75,28.25
308549,28.31,75.25,27.75,28.00
308656,28.31,75.50,27.75,28.00
308762,28.37,75.50,27.75,28.00
308869,28.31,75.50,27.75,28.00
308974,28.31,75.50,27.75,28.00
309081,28.31,75.50,27.75,28.00
309187,28.37,75.50,27.75,28.00
309294,28.31,75.50,27.75,28.00
309399,28.31,75.50,27.81,28.00
309506,28.31,75.25,27.81,28.00
309612,28.37,75.00,27.81,28.00
309719,28.31,74.50,27.75,28.00
309825,28.31,74.25,27.75,28.00
309931,28.31,74.25,27.75,28.00
310037,28.31,74.00,27.75,28.00
310144,28.31,74.00,27.75,28.00
310250,28.31,74.25,27.75,28.25
310356,28.31,74.25,27.75,28.25
310462,28.31,74.25,27.75,28.00
310568,28.37,74.50,27.75,28.00
310675,28.31,74.50,27.75,28.00
310781,28.31,74.50,27.75,28.00
310888,28.31,74.50,27.75,28.00
310993,28.31,74.75,27.75,28.00
311100,28.31,74.75,27.81,28.25
311206,28.31,74.75,27.75,28.25
311313,28.31,75.00,27.75,28.00
311418,28.37,75.00,27.75,28.00
311525,28.37,75.25,27.75,28.00
311631,28.37,75.25,27.75,28.00
311738,28.31,75.25,27.75,28.25
311844,28.37,75.25,27.75,28.00
311950,28.31,75.25,27.75,28.00
312056,28.31,75.25,27.75,28.00
312163,28.31,75.25,27.75,28.25
312269,28.31,75.25,27.75,28.00
312376,28.37,75.25,27.75,28.00
312481,28.31,75.00,27.75,28.25
312588,28.31,75.00,27.75,28.00
312694,28.37,75.00,27.75,28.25
312801,28.31,75.00,27.75,28.00
312907,28.31,74.75,27.75,28.00
313013,28.37,74.75,27.75,28.00
313119,28.37,74.75,27.75,28.00
313226,28.31,74.50,27.75,28.00
313332,28.37,74.50,27.75,28.00
313439,28.37,74.50,27.75,28.00
313544,28.31,74.25,27.75,28.00
313651,28.31,74.25,27.75,27.75
313757,28.31,74.25,27.75,28.00
313864,28.37,74.25,27.75,28.00
313969,28.31,74.25,27.75,28.00
314076,28.37,74.25,27.81,28.00
314182,28.31,74.25,27.75,28.00
314289,28.31,74.25,27.75,28.00
314395,28.37,74.50,27.75,27.75
314501,28.37,74.25,27.75,28.00
314607,28.31,74.50,27.75,28.00
314714,28.37,74.50,27.75,28.00
314820,28.37,74.50,27.69,27.75
314927,28.31,74.50,27.75,28.00
315032,28.37,74.50,27.75,28.00
315139,28.31,74.50,27.75,28.00
315245,28.37,74.50,27.75,27.75
315352,28.31,74.50,27.75,27.75
315458,28.31,74.50,27.75,27.75
315564,28.31,74.50,27.75,28.00
315670,28.31,74.50,27.75,27.75
315777,28.37,74.50,27.75,28.00
315883,28.31,74.50,27.75,28.00
315990,28.37,74.50,27.75,28.00
316095,28.37,74.25,27.75,27.75
316201,28.31,74.25,27.75,27.75
316308,28.37,74.25,27.75,28.00
316414,28.31,74.25,27.81,27.75
316521,28.37,74.25,27.75,27.75
316626,28.37,74.25,27.75,27.75
316733,28.37,74.25,27.75,27.75
316839,28.31,74.25,27.75,28.00
316946,28.31,74.25,27.75,27.75
317052,28.37,74.25,27.75,27.75
317158,28.31,74.25,27.75,27.75
317264,28.37,74.25,27.75,27.75
317371,28.37,74.25,27.75,27.75
317477,28.31,74.25,27.75,27.75
317584,28.37,74.25,27.75,27.75
317689,28.37,74.25,27.75,27.75
317796,28.31,74.25,27.75,27.75
317902,28.37,74.25,27.75,27.75
318009,28.37,74.25,27.75,27.75
318115,28.31,74.25,27.75,27.75
318221,28.37,74.25,27.75,27.75
318327,28.31,74.25,27.75,27.75
318434,28.31,74.25,27.75,27.75
318540,28.37,74.25,27.75,27.75
318647,28.37,74.25,27.75,27.50
318752,28.31,74.25,27.75,27.75
318859,28.31,74.25,27.75,27.75
318965,28.31,74.25,27.75,27.75
319072,28.31,74.25,27.75,28.00
319178,28.37,74.25,27.75,28.00
319284,28.31,74.25,27.75,27.75
319390,28.37,74.25,27.75,28.00
319497,28.31,74.25,27.75,28.00
319603,28.31,74.25,27.75,28.00
319710,28.31,74.25,27.81,28.00
319815,28.31,74.25,27.75,28.00
319922,28.31,74.25,27.75,27.75
320028,28.31,74.25,27.75,28.00
320135,28.37,74.50,27.75,28.00
320241,28.37,74.25,27.81,28.00
320347,28.37,74.25,27.75,28.00
320453,28.37,74.50,27.75,28.00
320560,28.31,74.25,27.75,28.00
320666,28.37,74.25,27.75,27.75
320773,28.37,74.50,27.75,28.00
320878,28.37,74.25,27.75,28.00
320985,28.37,74.25,27.75,27.75
321091,28.37,74.25,27.81,28.00
321198,28.37,74.25,27.75,28.00
321304,28.31,74.25,27.81,28.00
321410,28.37,74.25,27.81,28.25
321516,28.31,74.25,27.75,28.00
321623,28.37,74.25,27.75,28.25
321729,28.37,74.25,27.75,28.25
321836,28.37,74.25,27.81,28.00
321941,28.31,74.25,27.75,28.00
322048,28.37,74.25,27.75,28.00
322154,28.31,74.25,27.75,28.00
322260,28.31,74.25,27.75,28.00
322367,28.31,74.25,27.75,28.00
322472,28.37,74.25,27.75,28.00
322579,28.37,74.25,27.75,28.25
322685,28.37,74.25,27.75,28.25
322792,28.37,74.25,27.75,28.25
322897,28.37,74.25,27.75,28.25
323004,28.31,74.25,27.81,28.25
323110,28.31,74.25,27.75,28.00
323217,28.37,74.25,27.75,28.00
323323,28.37,74.25,27.75,28.00
323429,28.31,74.25,27.81,28.25
323535,28.37,74.25,27.75,28.00
323642,28.31,74.25,27.81,28.25
323748,28.37,74.25,27.75,28.00
323855,28.31,74.25,27.75,28.00
323960,28.37,74.25,27.75,28.00
324067,28.31,74.00,27.81,28.00
324173,28.37,74.25,27.81,28.00
324280,28.31,74.25,27.75,28.00
324386,28.31,74.00,27.75,28.00
324492,28.37,74.25,27.75,27.75
324598,28.37,74.25,27.75,28.00
324705,28.31,74.25,27.75,28.00
324811,28.37,74.25,27.75,27.75
324918,28.37,74.25,27.81,28.00
325023,28.37,74.25,27.75,27.75
325130,28.31,74.00,27.75,28.00
325236,28.37,74.25,27.75,27.75
325343,28.37,74.25,27.75,28.00
325449,28.37,74.25,27.75,27.75
325555,28.37,74.25,27.75,28.00
325661,28.37,74.25,27.75,27.75
325768,28.37,74.25,27.75,28.00
325874,28.31,74.25,27.75,28.00
325981,28.37,74.25,27.75,28.00
326086,28.31,74.00,27.75,28.00
326193,28.31,74.25,27.81,28.00
326299,28.37,74.25,27.75,27.75
326406,28.37,74.25,27.75,27.75
326512,28.37,74.25,27.81,28.00
326618,28.37,74.25,27.75,27.75
326724,28.37,74.25,27.75,28.00
326831,28.37,74.25,27.81,28.00
326937,28.37,74.00,27.75,27.75
327044,28.31,74.00,27.75,28.00
327149,28.37,74.00,27.81,28.00
327256,28.31,74.25,27.81,27.75
327362,28.37,74.25,27.75,28.00
327469,28.37,74.25,27.75,28.00
327574,28.37,74.25,27.81,28.00
327681,28.37,74.25,27.75,27.75
327787,28.37,74.25,27.75,28.00
327894,28.31,74.25,27.75,27.75
328000,28.31,74.00,27.75,28.00
328105,28.37,74.25,27.75,28.00
328212,28.37,74.25,27.75,28.00
328318,28.37,74.00,27.75,27.75
328425,28.37,74.25,27.81,27.75
328531,28.37,74.25,27.75,28.00
328637,28.31,74.00,27.81,28.00
328743,28.37,74.25,27.75,28.00
328850,28.37,74.25,27.75,27.75
328956,28.37,74.00,27.75,27.75
329063,28.37,74.00,27.81,28.00
329168,28.37,74.00,27.75,27.75
329275,28.37,74.25,27.75,27.75
329381,28.37,74.00,27.81,28.00
329488,28.37,74.25,27.81,27.75
329593,28.37,74.25,27.75,27.75
329700,28.37,74.00,27.75,27.75
329806,28.37,74.00,27.81,27.75
329913,28.37,74.00,27.81,27.75
330019,28.37,74.00,27.75,27.75
330125,28.37,74.00,27.75,27.75
330231,28.37,74.00,27.81,27.75
330338,28.37,74.00,27.81,27.75
330444,28.44,74.25,27.81,27.75
330551,28.37,74.25,27.81,28.00
330656,28.37,74.00,27.75,27.75
330763,28.37,74.00,27.81,27.75
330869,28.37,74.25,27.81,28.00
330976,28.37,74.00,27.75,27.75
331082,28.37,74.00,27.75,27.75
331188,28.31,74.00,27.81,27.75
331294,28.37,74.00,27.81,27.75
331401,28.37,74.00,27.81,27.75
331507,28.37,74.25,27.75,27.75
331614,28.37,74.00,27.75,27.75
331719,28.31,74.00,27.81,27.75
331826,28.37,74.00,27.81,27.75
331932,28.37,74.00,27.75,27.75
332039,28.37,74.25,27.75,27.75
332145,28.37,74.25,27.75,27.75
332251,28.37,74.25,27.81,28.00
332357,28.37,74.25,27.75,27.75
332464,28.37,74.25,27.75,28.00
332570,28.37,74.25,27.81,28.00
332677,28.37,74.00,27.81,28.00
332782,28.37,74.25,27.81,28.00
332889,28.37,74.25,27.75,27.75
332995,28.37,74.25,27.75,27.75
333102,28.37,74.25,27.75,28.00
333208,28.44,74.25,27.81,28.00
333314,28.37,74.00,27.81,28.00
333420,28.37,74.25,27.75,27.75
333527,28.37,74.25,27.75,27.75
333633,28.37,74.25,27.81,28.00
333739,28.37,74.25,27.75,28.00
333845,28.37,74.25,27.81,28.00
333952,28.37,74.25,27.81,28.25
334058,28.37,74.25,27.81,28.25
334164,28.37,74.25,27.75,28.25
334270,28.37,74.25,27.81,28.25
334376,28.44,74.25,27.75,28.25
334483,28.37,74.25,27.81,28.25
334589,28.37,74.25,27.75,28.25
334696,28.37,74.50,27.75,28.00
334801,28.37,74.50,27.75,28.25
334908,28.37,74.50,27.81,28.00
335014,28.37,74.50,27.81,28.25
335121,28.37,74.50,27.81,28.00
335227,28.37,74.50,27.81,28.00
335333,28.37,74.50,27.81,28.25
335439,28.37,74.50,27.75,28.25
335546,28.37,74.50,27.81,28.25
335652,28.37,74.50,27.81,28.00
335759,28.37,74.50,27.81,28.25
335864,28.37,74.75,27.81,28.25
335971,28.37,74.50,27.75,28.00
336077,28.37,74.50,27.75,28.00
336184,28.44,74.75,27.81,28.00
336290,28.37,74.50,27.81,28.00
336396,28.37,74.50,27.75,28.00
336502,28.37,74.75,27.75,28.00
336609,28.37,74.50,27.81,27.75
336715,28.44,74.50,27.75,28.00
336822,28.37,74.50,27.75,28.00
336927,28.37,74.25,27.81,27.75
337034,28.37,74.25,27.81,28.00
337140,28.37,74.25,27.81,28.00
337247,28.37,74.25,27.81,28.00
337352,28.37,74.00,27.75,28.00
337459,28.37,74.00,27.81,28.00
337565,28.37,74.00,27.81,28.00
337672,28.37,73.75,27.81,27.75
337778,28.37,73.75,27.81,28.00
337884,28.37,73.75,27.75,27.75
337990,28.37,73.75,27.81,28.00
338097,28.44,73.75,27.81,27.75
338203,28.37,73.75,27.81,28.00
338310,28.44,73.75,27.81,27.75
338415,28.37,73.75,27.81,27.75
338522,28.37,73.75,27.81,27.75
338628,28.37,73.75,27.81,27.75
338735,28.37,73.75,27.81,27.75
338841,28.44,73.75,27.81,27.75
338947,28.37,73.75,27.81,27.75
339053,28.31,73.75,27.75,27.75
339160,28.37,73.75,27.81,27.75
339266,28.37,73.75,27.75,27.75
339373,28.44,73.75,27.75,27.75
339478,28.37,73.75,27.81,27.75
339585,28.37,73.75,27.81,27.75
339691,28.37,73.75,27.81,27.75
339798,28.37,73.75,27.81,27.75
339904,28.37,73.75,27.81,27.75
340009,28.37,73.75,27.81,27.75
340116,28.37,73.75,27.81,27.75
340222,28.37,73.50,27.81,28.00
340329,28.37,73.50,27.81,27.75
340435,28.44,73.75,27.81,27.75
340541,28.37,73.50,27.75,27.75
340647,28.37,73.50,27.81,27.75
340754,28.37,73.50,27.81,27.75
340860,28.37,73.50,27.75,27.75
340967,28.37,73.50,27.81,27.75
341072,28.37,73.50,27.81,27.75
341179,28.37,73.50,27.81,27.75
341285,28.37,73.50,27.81,27.75
341392,28.37,73.50,27.75,27.75
341498,28.37,73.50,27.81,27.75
341604,28.37,73.50,27.81,27.75
341710,28.37,73.50,27.81,27.75
341817,28.31,73.25,27.81,27.75
341923,28.37,73.25,27.81,27.75
342030,28.37,73.50,27.81,27.50
342135,28.37,73.25,27.81,27.75
342242,28.37,73.25,27.75,27.75
342348,28.37,73.25,27.81,27.75
342455,28.37,73.25,27.81,27.75
342561,28.31,73.25,27.81,27.75
342667,28.37,73.25,27.81,27.75
342773,28.37,73.25,27.81,27.75
342880,28.44,73.25,27.81,27.50
342986,28.37,73.25,27.81,27.50
343093,28.37,73.25,27.75,27.50
343198,28.37,73.25,27.81,27.75
343305,28.37,73.25,27.81,27.75
343411,28.37,73.25,27.81,27.50
343518,28.37,73.25,27.81,27.75
343624,28.37,73.25,27.81,27.50
343730,28.37,73.25,27.81,27.75
343836,28.37,73.25,27.81,27.75
343943,28.37,73.25,27.81,27.75
344049,28.37,73.25,27.81,27.75
344156,28.37,73.25,27.81,28.00
344261,28.37,73.25,27.81,27.75
344368,28.37,73.25,27.81,27.75
344474,28.37,73.25,27.75,27.75
344581,28.37,73.25,27.81,27.75
344687,28.37,73.25,27.75,27.75
344793,28.37,73.25,27.75,27.75
344899,28.44,73.25,27.81,27.75
345006,28.37,73.25,27.81,28.00
345112,28.37,73.25,27.81,27.75
345219,28.37,73.25,27.81,28.00
345324,28.37,73.25,27.81,27.75
345431,28.37,73.25,27.75,27.75
345537,28.37,73.25,27.81,27.75
345644,28.37,73.25,27.75,27.75
345750,28.37,73.25,27.75,27.50
345856,28.37,73.25,27.81,27.75
345962,28.37,73.25,27.81,27.75
346068,28.37,73.25,27.75,27.75
346175,28.37,73.25,27.81,27.75
346281,28.37,73.25,27.81,27.75
346387,28.37,73.25,27.81,27.75
346493,28.37,73.25,27.81,27.75
346600,28.37,73.50,27.75,27.50
346706,28.37,73.50,27.81,27.75
346813,28.37,73.50,27.81,27.75
346918,28.44,73.50,27.81,27.75
347025,28.37,73.50,27.81,27.75
347131,28.37,73.50,27.81,27.75
347238,28.37,73.50,27.81,27.75
347344,28.37,73.50,27.81,27.75
347450,28.37,73.50,27.81,28.00
347556,28.37,73.50,27.81,27.75
347663,28.37,73.50,27.75,27.75
347769,28.37,73.50,27.81,27.75
347876,28.37,73.50,27.81,27.75
347981,28.37,73.50,27.81,27.75
348088,28.37,73.50,27.81,27.75
348194,28.37,73.50,27.81,27.75
348301,28.37,73.50,27.81,27.75
348407,28.37,73.50,27.81,27.75
348513,28.37,73.50,27.81,27.75
348619,28.37,73.50,27.81,27.75
348726,28.37,73.50,27.81,27.75
348832,28.37,73.50,27.81,27.75
348939,28.37,73.50,27.81,27.75
349044,28.37,73.50,27.75,27.50
349151,28.37,73.50,27.81,27.75
349257,28.37,73.50,27.81,27.50
349364,28.37,73.50,27.75,27.75
349470,28.37,73.50,27.81,27.50
349576,28.37,73.50,27.81,27.75
349682,28.37,73.50,27.81,27.50
349789,28.44,73.50,27.81,27.75
349895,28.37,73.50,27.81,27.50
350002,28.37,73.50,27.81,27.75
350107,28.37,73.50,27.81,27.75
350214,28.37,73.50,27.81,27.50
350320,28.37,73.50,27.75,27.50
350427,28.37,73.50,27.81,27.75
350533,28.37,73.25,27.75,27.50
350639,28.37,73.50,27.81,27.50
350745,28.37,73.50,27.81,27.75
350852,28.37,73.50,27.81,27.50
350958,28.31,73.25,27.81,27.50
351064,28.44,73.50,27.81,27.75
351170,28.37,73.50,27.81,27.50
351277,28.44,73.50,27.81,27.50
351383,28.44,73.50,27.81,27.75
351490,28.37,73.25,27.81,27.75
351595,28.37,73.25,27.81,27.75
351702,28.37,73.25,27.81,27.75
351808,28.37,73.25,27.81,27.75
351915,28.37,73.25,27.81,27.75
352021,28.37,73.25,27.81,27.75
352126,28.37,73.25,27.81,27.75
352233,28.37,73.25,27.81,27.75
352339,28.37,73.25,27.81,27.50
352446,28.37,73.25,27.81,27.50
352552,28.37,73.25,27.81,27.75
352658,28.37,73.25,27.81,27.75
352764,28.37,73.25,27.81,27.75
352871,28.37,73.25,27.81,27.75
352977,28.37,73.25,27.81,27.75
353084,28.37,73.25,27.81,27.75
353189,28.37,73.25,27.81,27.75
353296,28.37,73.25,27.81,27.75
353402,28.37,73.25,27.81,27.75
353509,28.37,73.00,27.81,27.75
353615,28.37,73.25,27.81,27.50
353721,28.37,73.25,27.81,27.75
353827,28.37,73.25,27.81,27.50
353934,28.44,73.25,27.81,27.75
354040,28.44,73.25,27.81,27.50
354147,28.37,73.00,27.81,27.75
354252,28.37,73.25,27.81,27.50
354359,28.37,73.25,27.75,27.50
354465,28.37,73.00,27.81,27.50
354572,28.37,73.25,27.75,27.50
354678,28.37,73.25,27.81,27.50
354784,28.37,73.25,27.81,27.50
354890,28.37,73.00,27.81,27.75
354997,28.37,73.25,27.81,27.50
355103,28.37,73.25,27.81,27.50
355210,28.37,73.25,27.75,27.75
355315,28.37,73.25,27.75,27.75
355422,28.44,73.25,27.75,27.50
355528,28.37,73.25,27.81,27.75
355635,28.37,73.25,27.81,27.50
355741,28.37,73.25,27.75,27.50
355847,28.37,73.25,27.75,27.50
355953,28.37,73.25,27.81,27.75
356060,28.37,73.25,27.81,27.50
356166,28.37,73.25,27.75,27.50
356273,28.37,73.25,27.81,27.50
356378,28.37,73.25,27.81,27.50
356485,28.37,73.25,27.81,27.50
356591,28.44,73.25,27.81,27.50
356698,28.37,73.25,27.81,27.50
356804,28.37,73.25,27.81,27.50
356910,28.37,73.25,27.81,27.50
357016,28.37,73.25,27.81,27.50
357123,28.37,73.25,27.81,27.50
357229,28.44,73.25,27.81,27.50
357336,28.37,73.25,27.81,27.50
357441,28.37,73.25,27.81,27.50
357548,28.44,73.25,27.81,27.50
357654,28.37,73.00,27.81,27.50
357761,28.37,73.25,27.75,27.50
357867,28.37,73.00,27.81,27.50
357972,28.37,73.25,27.81,27.50
358079,28.37,73.00,27.81,27.50
358185,28.37,73.00,27.75,27.50
358292,28.44,73.00,27.81,27.50
358398,28.37,73.00,27.81,27.50
358504,28.44,73.00,27.81,27.50
358610,28.44,73.25,27.81,27.50
358717,28.44,73.00,27.81,27.50
358823,28.37,73.25,27.81,27.50
358929,28.37,73.00,27.81,27.50
359035,28.44,73.00,27.81,27.50
359142,28.37,73.00,27.81,27.50
359248,28.37,73.00,27.81,27.75
359355,28.44,73.00,27.81,27.50
359460,28.37,73.00,27.81,27.50
359567,28.37,73.00,27.81,27.75
